id,title,status,scope,based_on,reference_variant,ablation_summary,run_count,latest_run,best_variant,delta_brier,decision,selected_variant,updated_at_utc,study_config
EXP_011,시즌 최근성 학습 가중치,decided,model,EXP_009,count_control,"main55+count와 CatBoost 구조를 고정하고 시즌이 한 해 과거로 갈 때의 sample weight decay만 1.0, 0.85, 0.70, 0.50, 0.25로 변경",1,RUN_001,uniform_control,0.0,keep_control,uniform_control,2026-08-17T16:15:54.621347+00:00,experiments/EXP_011/study.toml
EXP_012,CatBoost 규제 단일축 탐색,decided,model,EXP_011,uniform_control,"main55+count, depth6, 300 trees를 고정하고 l2, random_strength, rsm, subsample, border_count를 각각 단일축으로 변경",1,RUN_001,default_control,0.0,keep_control,default_control,2026-08-17T16:22:50.948501+00:00,experiments/EXP_012/study.toml
EXP_013,Brier 직접 최적화 회귀 부스팅,decided,model,EXP_012,default_control,main55+count를 고정하고 CatBoost/LightGBM/XGBoost의 분류 Logloss와 회귀 squared-error 목적을 비교,1,RUN_001,catboost_logloss_control,0.0,keep_control,catboost_logloss_control,2026-08-17T16:25:32.898969+00:00,experiments/EXP_013/study.toml
EXP_014,파생 피처 묶음 pruning,decided,features,EXP_013,catboost_logloss_control,"native CatBoost를 고정하고 저중요도 context, 최근-gap, 기존 custom 전체, count 중복을 각각 제거",1,RUN_001,main60_control,0.0,keep_control,main60_control,2026-08-17T16:30:49.610827+00:00,experiments/EXP_014/study.toml
EXP_015,과거 fold 기반 확률 shift,decided,model,EXP_014,main60_control,"main55+count CatBoost를 고정하고 prediction shift만 0, -0.005, -0.010, 과거-fold -0.0113955, -0.015로 변경",1,RUN_001,shift_m010,-9.264763871655313e-05,adopt,shift_m010,2026-08-17T16:34:36.913768+00:00,experiments/EXP_015/study.toml
EXP_016,CatBoost seed 확률 앙상블,decided,model,EXP_015,shift_m010,"main55+count와 -0.010 shift를 고정하고 단일 seed 대비 3-seed, 5-seed 확률 평균만 비교",1,RUN_001,single_seed_control,0.0,keep_control,single_seed_control,2026-08-17T16:39:46.483279+00:00,experiments/EXP_016/study.toml
EXP_017,카운트 피처 개별 기여,decided,features,EXP_016,single_seed_control,"shifted native CatBoost와 main55를 고정하고 count_state, full count, 2-strike, 3-ball, 2-out을 각각 단독 추가하고 전체 count_state 범주화 비교",1,RUN_001,all_count_numeric,-4.520480517755665e-05,adopt,all_count_numeric,2026-08-17T16:45:14.695919+00:00,experiments/EXP_017/study.toml
EXP_018,CatBoost 저용량 정밀 탐색,decided,model,EXP_017,all_count_numeric,"main55+count와 -0.010 shift를 고정하고 depth 4~6, iterations 100~400만 변경",1,RUN_001,d6_i300_control,0.0,keep_control,d6_i300_control,2026-08-17T16:50:51.080511+00:00,experiments/EXP_018/study.toml
EXP_019,식별자 범주형 개별 기여,decided,features,EXP_018,d6_i300_control,main55+count와 CatBoost 설정을 고정하고 pitcher/batter/team/hand ID를 한 종류씩만 native categorical로 추가,1,RUN_001,batter_team_cat,-4.464998368047812e-05,adopt,batter_team_cat,2026-08-17T16:57:53.453157+00:00,experiments/EXP_019/study.toml
EXP_020,확률 affine 미세 보정,decided,model,EXP_019,batter_team_cat,batter-team categorical CatBoost와 피처를 고정하고 prediction_scale 및 prediction_shift만 변경,1,RUN_001,scale106_shift008,-1.0521362860616e-05,adopt,scale106_shift008,2026-08-17T17:04:05.540987+00:00,experiments/EXP_020/study.toml
EXP_021,시즌 내 투구 순번 피처,decided,features,EXP_020,scale106_shift008,"최고 모델을 고정하고 row_id 숫자부로 계산한 시즌 내 투구 순번, 정규화 진행도, 구간 피처만 추가",1,RUN_001,main60_control,0.0,keep_control,main60_control,2026-08-17T17:08:08.450318+00:00,experiments/EXP_021/study.toml
EXP_022,CatBoost 부스팅 구조와 bootstrap,decided,model,EXP_021,main60_control,"최고 피처와 affine 보정을 고정하고 bootstrap_type, boosting_type, grow_policy, leaf estimation만 한 종류씩 변경",2,RUN_002,default_control,0.0,keep_control,default_control,2026-08-17T17:19:52.897095+00:00,experiments/EXP_022/study.toml
EXP_023,선형·히스토그램·랜덤트리 후보,decided,model,EXP_022,default_control,"같은 main60 정보에서 logistic C, HistGradientBoosting leaf 수, ExtraTrees leaf 크기만 비교",1,RUN_001,catboost_control,0.0,keep_control,catboost_control,2026-08-17T17:33:04.693819+00:00,experiments/EXP_023/study.toml
EXP_024,CatBoost ExtraTrees 이종 앙상블,decided,model,EXP_023,catboost_control,동일 main60에서 CatBoost와 ExtraTrees leaf20을 함께 학습하고 ExtraTrees 가중치 0.15~0.35만 변경,1,RUN_001,extra_w24,-4.272671317864796e-05,adopt,extra_w24,2026-08-17T17:40:37.520287+00:00,experiments/EXP_024/study.toml
EXP_025,CatBoost 학습률-트리수 경로,decided,model,EXP_024,extra_w24,main60과 categorical/affine을 고정하고 iterations와 learning_rate 조합 및 인접 depth만 변경,1,RUN_001,d6_i400_lr040,-1.2929406530137744e-06,adopt,d6_i400_lr040,2026-08-17T17:47:15.830886+00:00,experiments/EXP_025/study.toml
EXP_026,직전 시즌 그룹 잔차 보정,decided,model,EXP_025,d6_i400_lr040,"2019~2022→2023 OOF 잔차만 사용해 pitcher, batter, team, count별 shrinkage offset을 학습하고 2019~2023→2024 예측에 적용",1,RUN_001,count_k500,-9.578246277230915e-07,adopt,count_k500,2026-08-17T17:51:12.378059+00:00,experiments/EXP_026/study.toml
EXP_027,CatBoost GPU 학습 후보,decided,model,EXP_026,count_k500,"main60과 affine을 고정하고 GPU depth 6~8, iterations 300~600, learning rate 0.025~0.05를 비교",1,RUN_001,gpu_d6_i600,-3.191192165102885e-06,adopt,gpu_d6_i600,2026-08-17T17:54:57.071957+00:00,experiments/EXP_027/study.toml
EXP_028,EDA 파생 피처 개별 스크리닝,decided,features,EXP_027,gpu_d6_i600,"GPU 모델을 고정하고 missing, shrinkage, log-count, context 파생 12개를 각각 하나씩만 추가",1,RUN_001,add_scoring_position_x_li,-1.6593264913850048e-05,adopt,add_scoring_position_x_li,2026-08-17T18:01:17.403275+00:00,experiments/EXP_028/study.toml
EXP_029,EDA 양의 피처 조합,decided,features,EXP_028,add_scoring_position_x_li,GPU 모델과 main60을 고정하고 단독 양의 피처 4개의 2-way 및 전체 조합만 비교,1,RUN_001,all_four,-2.1667512971612624e-06,inconclusive,all_four,2026-08-17T18:04:53.031715+00:00,experiments/EXP_029/study.toml
EXP_030,EDA 상위 피처 CPU 재검증,decided,features,EXP_029,all_four,"CPU depth6 400 lr0.04를 고정하고 scoring×LI, reverse shrinkage, log LI, batter missing, all-four를 다시 비교",1,RUN_001,main60_control,0.0,keep_control,main60_control,2026-08-17T18:10:04.874706+00:00,experiments/EXP_030/study.toml
EXP_031,GPU CatBoost seed 앙상블,decided,model,EXP_030,main60_control,GPU depth6 600 lr0.025와 main60을 고정하고 3-seed 및 5-seed 확률 평균만 비교,1,RUN_001,ensemble_3seed,-1.360402368813518e-05,adopt,ensemble_3seed,2026-08-17T18:14:09.348327+00:00,experiments/EXP_031/study.toml
EXP_032,상황별 분리 CatBoost,decided,model,EXP_031,ensemble_3seed,"GPU CatBoost와 main60을 고정하고 game_type, top_bottom, pitcher_hand 및 game_type×pitcher_hand로 학습 데이터를 분리",1,RUN_001,global_control,0.0,keep_control,global_control,2026-08-17T18:18:44.243574+00:00,experiments/EXP_032/study.toml
EXP_033,직전 시즌 확률 보정,decided,model,EXP_032,global_control,"CatBoost와 main60을 고정하고 2019~2022→2023 예측에서 학습한 mean-shift, affine, Platt, beta, isotonic 보정만 변경",1,RUN_001,global_control,0.0,keep_control,global_control,2026-08-17T18:22:03.782969+00:00,experiments/EXP_033/study.toml
EXP_054,규칙 준수 베이스라인 재현,decided,model,EXP_024,extra_w24,EXP_024 extra_w24를 규칙 준수 엔진에서 재실행하고 CatBoost 단독과 설정 차이를 보존,1,RUN_001,extra_w24_safe,0.0,keep_control,extra_w24_safe,2026-08-18T02:26:09.770689+00:00,experiments/EXP_054/study.toml
EXP_055,공식 학습 타깃 효과 피처,decided,features,EXP_054,extra_w24_safe,"main60 CatBoost를 고정하고 official-train-only 투수 TE, 투수+타자 TE, 투수+타자+팀 TE만 단계적으로 추가",1,RUN_001,main60_control,0.0,reject,main60_control,2026-08-18T02:32:01.527324+00:00,experiments/EXP_055/study.toml
EXP_056,현재 시즌 누적 상태 복원,decided,features,EXP_054,extra_w24_safe,"main60 CatBoost 대비 투수 시즌 성공+n, 투수 시즌 전체 상태, 투수+타자 시즌 전체 상태를 단계적으로 추가",1,RUN_001,pitcher_batter_season_all,-0.0002210528267256,adopt,pitcher_batter_season_all,2026-08-18T02:37:00.068412+00:00,experiments/EXP_056/study.toml
EXP_057,시즌 상태 모델 이종 앙상블,decided,model,EXP_056,pitcher_batter_season_all,"main69 피처를 고정하고 CatBoost 단독 대비 ExtraTrees 가중치 15,20,24,28,32%만 변경",1,RUN_001,extra_w24,-4.250859414306474e-05,adopt,extra_w24,2026-08-18T02:44:16.618745+00:00,experiments/EXP_057/study.toml
EXP_058,시즌·커리어·최근 폼 차이,decided,features,EXP_057,extra_w24,"main69 CatBoost 대비 시즌-커리어 delta 7개, 최근폼 delta 3개, 전체 10개를 비교",1,RUN_001,main69_control,0.0,keep_control,main69_control,2026-08-18T02:48:40.155484+00:00,experiments/EXP_058/study.toml
EXP_059,시즌 상태 CatBoost 용량 재탐색,decided,model,EXP_057,extra_w24,"main69 고정 후 depth5~8, 300~600 trees의 기존 결정론적 CPU 후보만 재비교",1,RUN_001,d8_i300,-3.1520001466278647e-05,adopt,d8_i300,2026-08-18T02:55:05.961878+00:00,experiments/EXP_059/study.toml
EXP_060,시즌 상태 최근성 가중 재검증,decided,model,EXP_059,d8_i300,"main69 depth8을 고정하고 시즌당 sample weight decay 1.0, 0.95, 0.90, 0.85, 0.75만 변경",1,RUN_001,decay085,-3.002738246543624e-05,adopt,decay085,2026-08-18T03:00:36.440671+00:00,experiments/EXP_060/study.toml
EXP_061,시즌 지표별 스무딩 강도,decided,features,EXP_060,decay085,"main69 k20 공통 기준 대비 ball k500, strike k200, batter-middle k200을 개별 및 동시 교체",1,RUN_001,common_k20,0.0,keep_control,common_k20,2026-08-18T03:06:34.018676+00:00,experiments/EXP_061/study.toml
EXP_062,depth8 최근성 CatBoost 이종 앙상블,decided,model,EXP_060,decay085,"main69 고정, depth8 decay0.85 CatBoost 단독 대비 ExtraTrees 18,24,30% 혼합",1,RUN_001,extra_w18,-2.2695763864960528e-05,adopt,extra_w18,2026-08-18T03:14:37.413233+00:00,experiments/EXP_062/study.toml
EXP_063,구종 구성과 제외 피처 재검증,decided,features,EXP_062,extra_w18,"main69 decay85 CatBoost 대비 시즌 pitchmix 3개, prev5 재추가, strike+fastball 재추가, 전체 조합 비교",1,RUN_001,season_pitchmix,-3.018316119790532e-06,inconclusive,season_pitchmix,2026-08-18T03:20:37.793715+00:00,experiments/EXP_063/study.toml
EXP_064,안정 상황 교차 타깃 효과,decided,features,EXP_062,extra_w18,"main69 decay85 대비 count×hands, count×out×base, inning/game+pressure, 전체 네 효과를 비교",1,RUN_001,main69_control,0.0,reject,main69_control,2026-08-18T03:27:15.224127+00:00,experiments/EXP_064/study.toml
EXP_065,상황 교차 season-OOF 재검증,decided,features,EXP_064,main69_control,EXP_064와 동일한 네 상황 효과를 leave-one-row-out 대신 leave-one-season-out으로 재계산,1,RUN_001,main69_control,0.0,keep_control,main69_control,2026-08-18T03:32:53.792410+00:00,experiments/EXP_065/study.toml
EXP_066,시즌 상태 대체 부스팅 모델,decided,model,EXP_062,extra_w18,"main69 고정 후 CatBoost, HistGradientBoosting, LightGBM, XGBoost 대표 설정 비교",1,RUN_001,catboost_control,0.0,keep_control,catboost_control,2026-08-18T03:36:17.092719+00:00,experiments/EXP_066/study.toml
EXP_067,2023 잔차 CatBoost 보정,decided,model,EXP_062,extra_w18,"main69 depth8 decay85 base 고정, 2023 잔차모델 보정 가중치 0.25,0.5,0.75,1.0 비교",1,RUN_001,base_control,0.0,reject,base_control,2026-08-18T03:40:49.053072+00:00,experiments/EXP_067/study.toml
EXP_068,공식 Trackman 상황 통계,decided,features,EXP_062,extra_w18,"main69 decay85 대비 Trackman 물리 6개, 구종비율 3개, 전체 9개를 season-OOF 방식으로 추가",1,RUN_001,track_physics,-1.8087468155181248e-06,inconclusive,track_physics,2026-08-18T03:46:26.345211+00:00,experiments/EXP_068/study.toml
EXP_069,시즌 상태 GPU 고용량 CatBoost,decided,model,EXP_062,extra_w18,"main69와 decay0.85 고정, CPU d8-300 대비 GPU d6-900, d7-600, d8-450 비교",1,RUN_001,cpu_d8,0.0,keep_control,cpu_d8,2026-08-18T03:50:08.064005+00:00,experiments/EXP_069/study.toml
EXP_070,CPU·GPU·ExtraTrees 3모델 앙상블,decided,model,EXP_062,extra_w18,"main69 고정 후 CPU/GPU/Extra 비중 40/45/15,45/40/15,40/40/20 비교",1,RUN_001,cpu45_gpu40_extra15,-4.116427895264896e-05,adopt,cpu45_gpu40_extra15,2026-08-18T03:59:19.654128+00:00,experiments/EXP_070/study.toml
EXP_071,시즌 상태 선수 ID 범주 재검증,decided,features,EXP_070,cpu45_gpu40_extra15,"main69 decay85에서 pitcher, batter, 둘 다, pitcher+양팀 categorical만 변경",1,RUN_001,batter_team_control,0.0,keep_control,batter_team_control,2026-08-18T04:05:41.011885+00:00,experiments/EXP_071/study.toml
EXP_072,Career state pruning with current-season snapshots,decided,features,EXP_070,cpu45_gpu40_extra15,"Keep EXP_070 model family fixed conceptually and compare main69 against dropping pitcher career, batter career, or both career state blocks.",1,RUN_001,main69_control,0.0,keep_control,main69_control,2026-08-18T04:34:28.735812+00:00,experiments/EXP_072/study.toml
EXP_073,Current-season success shrinkage grid,decided,features,EXP_072,main69_control,"Fix main69 and CPU CatBoost d8 decay0.85; replace only pitcher/batter current-season success smoothing k among 5,10,20,50,100.",1,RUN_001,success_k50,-8.133082358474653e-06,adopt,success_k50,2026-08-18T04:39:26.461523+00:00,experiments/EXP_073/study.toml
EXP_074,Official Trackman pitcher linkage,decided,features,EXP_073,success_k50,"Diagnose reference-only entity linkage, then compare main69 against linked historical Trackman pitcher aggregates without using any validation-row aggregate.",1,RUN_001,success_k50_control,0.0,keep_control,success_k50_control,2026-08-18T04:49:36.964478+00:00,experiments/EXP_074/study.toml
EXP_075,Pitcher versus batter success k50 decomposition,decided,features,EXP_073,success_k50,"Fix all else and compare k20/k20, pitcher50/batter20, pitcher20/batter50, and k50/k50.",1,RUN_001,both_k50,-8.133082358474653e-06,adopt,both_k50,2026-08-18T04:53:44.148457+00:00,experiments/EXP_075/study.toml
EXP_076,Current-season event count representation,decided,features,EXP_072,main69_control,"Fix main69 and CPU d8 decay0.85; add pitcher success/failure counts, pitcher event counts, batter event counts, or all counts.",1,RUN_001,main69_control,0.0,keep_control,main69_control,2026-08-18T04:59:46.196811+00:00,experiments/EXP_076/study.toml
EXP_077,Direct Brier CatBoost capacity revisit,decided,model,EXP_072,main69_control,"Fix main69; compare Logloss d8 against RMSE d7/d8 and affine-scaled RMSE d8, all with season decay 0.85.",1,RUN_001,logloss_d8_control,0.0,keep_control,logloss_d8_control,2026-08-18T05:05:32.701816+00:00,experiments/EXP_077/study.toml
EXP_078,Low-cardinality categorical treatment,decided,features,EXP_072,main69_control,"Fix main69 and d8 decay0.85; separately add count_state, hands, calendar, pitcher_team, or count plus hands to the native categorical list.",1,RUN_001,count_hands_cat,-2.186219784949817e-05,adopt,count_hands_cat,2026-08-18T05:12:01.067019+00:00,experiments/EXP_078/study.toml
EXP_079,Count and handedness categorical interaction,decided,features,EXP_078,count_hands_cat,"Use count+both-hands as control; remove one hand at a time, replace hands by same_hand, or add same_hand to all three.",1,RUN_001,count_both_hands_control,0.0,keep_control,count_both_hands_control,2026-08-18T05:17:22.081254+00:00,experiments/EXP_079/study.toml
EXP_080,Count-hands feature promotion to triple ensemble,decided,features,EXP_072,main69_control,Fix triple CPU45/GPU40/Extra15; compare old main69 against only the count+both-hands categorical treatment.,1,RUN_001,count_hands_promoted,-2.941064502576252e-06,adopt,count_hands_promoted,2026-08-18T05:30:46.016641+00:00,experiments/EXP_080/study.toml
EXP_081,Composite count-handedness states,decided,features,EXP_080,count_hands_promoted,"Screen composite count×hands, count×same-hand, count×outs, and count×hands×outs categories, alone or alongside the EXP_078 separate categories.",1,RUN_001,separate_count_hands_control,0.0,keep_control,separate_count_hands_control,2026-08-18T05:38:55.710846+00:00,experiments/EXP_081/study.toml
EXP_082,Context categories on count-hands base,decided,features,EXP_080,count_hands_promoted,Fix EXP_078 count+hands categories; add exactly one adjacent low-cardinality categorical block at a time.,1,RUN_001,count_hands_control,0.0,keep_control,count_hands_control,2026-08-18T05:47:34.475383+00:00,experiments/EXP_082/study.toml
EXP_083,Row-local recent-game blend features,decided,features,EXP_080,count_hands_promoted,"Fix the EXP_080 count+hands CPU base; add only row-local weighted recent success, middle, quality, or horizon-spread features.",1,RUN_001,count_hands_control,0.0,reject,count_hands_control,2026-08-18T05:56:14.149129+00:00,experiments/EXP_083/study.toml
EXP_084,Hand matchup by historical pitch-mix interactions,decided,features,EXP_080,count_hands_promoted,"Fix EXP_080 CPU base and add pure hand-matchup, same-hand×pitchmix, separate-hand×pitchmix, or full four-matchup×pitchmix interactions using only each row's asof values.",1,RUN_001,same_hand_pitchmix,-3.991890335508508e-06,adopt,same_hand_pitchmix,2026-08-18T06:03:49.135705+00:00,experiments/EXP_084/study.toml
EXP_085,History missingness on current best,decided,features,EXP_080,count_hands_promoted,"Fix EXP_080 CPU base; add recent, pitcher, batter, or all three history-missing flags one block at a time.",1,RUN_001,count_hands_control,0.0,reject,count_hands_control,2026-08-18T06:08:38.622014+00:00,experiments/EXP_085/study.toml
EXP_086,Exact completed-season success snapshots,decided,features,EXP_084,same_hand_pitchmix,"Fix EXP_084 CPU features; replace approximate pitcher/batter current-season success and count with exact completed-season snapshots using official training labels only, individually and together.",1,RUN_001,batter_exact,-2.4046339122674176e-06,adopt,batter_exact,2026-08-18T06:15:39.351993+00:00,experiments/EXP_086/study.toml
EXP_087,Promote EDA and exact-state gains to triple ensemble,decided,features,EXP_086,batter_exact,"Fix EXP_080 triple model; compare original count+hands, same-hand pitchmix, and same-hand pitchmix plus exact batter snapshot feature sets.",1,RUN_001,same_hand_pitchmix_triple,-2.2294199898048594e-05,adopt,same_hand_pitchmix_triple,2026-08-18T06:36:18.312337+00:00,experiments/EXP_087/study.toml
EXP_088,2023-to-2024 triple residual group calibration,decided,model,EXP_087,same_hand_pitchmix_triple,Fix EXP_087 features and triple components; fit group residual offsets only from 2019-2022→2023 predictions and vary group columns and shrinkage before applying to 2024.,1,RUN_001,count_k500,-7.002063374117462e-06,adopt,count_k500,2026-08-18T06:52:17.138314+00:00,experiments/EXP_088/study.toml
EXP_089,Official-reference season progress from current row ID,decided,features,EXP_087,same_hand_pitchmix_triple,"Fix EXP_084 CPU base; add safe numeric season pitch index, coarse phase, or both. Training starts come from official train; validation start comes from the last official reference row; TEST suffix is used row-locally.",1,RUN_001,same_hand_control,0.0,reject,same_hand_control,2026-08-18T06:59:33.188959+00:00,experiments/EXP_089/study.toml
EXP_090,EDA inning-phase conditional interactions,decided,features,EXP_087,same_hand_pitchmix_triple,"Fix EXP_084 CPU features; add inning phase category, phase×LI slopes, late-inning×pitcher history slopes, or all blocks.",1,RUN_001,late_pitcher_history,-1.0289375639016551e-05,adopt,late_pitcher_history,2026-08-18T07:06:23.705549+00:00,experiments/EXP_090/study.toml
EXP_091,Promote late-inning history interactions,decided,features,EXP_090,late_pitcher_history,Fix the EXP_087 triple model and compare only the original same-hand features against the EXP_090 late-history feature addition.,1,RUN_001,late_history_triple,-1.8981400752293709e-06,inconclusive,late_history_triple,2026-08-18T07:21:26.057995+00:00,experiments/EXP_091/study.toml
EXP_092,Count-pressure by pitcher-history interactions,decided,features,EXP_090,late_pitcher_history,"Fix EXP_084 CPU features; add exactly one pressure state by pitcher success/reverse/middle block, then all three blocks.",1,RUN_001,full_count_history,-4.016663244760244e-06,adopt,full_count_history,2026-08-18T07:27:34.536579+00:00,experiments/EXP_092/study.toml
EXP_093,Late-inning and full-count interaction factorial,decided,features,EXP_092,full_count_history,"Fix same-hand CPU base; compare late-inning block, full-count block, and their six-feature union.",1,RUN_001,late_history,-1.0289375639016551e-05,adopt,late_history,2026-08-18T07:32:37.743850+00:00,experiments/EXP_093/study.toml
EXP_094,Reproducibility audit of current best count calibration,decided,model,EXP_088,count_k500,"Freshly rerun the identical triple control, count k500, and count k2000 settings; no feature or parameter search.",1,RUN_001,count_k500_repro,-7.066233123104171e-06,adopt,count_k500_repro,2026-08-18T07:45:43.364028+00:00,experiments/EXP_094/study.toml
EXP_095,Same-hand pitch-mix contribution decomposition,decided,features,EXP_084,same_hand_pitchmix,"Keep the EXP_084 count+hands control fixed and compare each same-hand pitch-mix interaction alone, all three pairs, and the existing all-three variant.",1,RUN_001,all_three,-3.991890335508508e-06,adopt,all_three,2026-08-18T07:56:00.951881+00:00,experiments/EXP_095/study.toml
EXP_096,Late-inning pitcher-history contribution decomposition,decided,features,EXP_090,late_pitcher_history,"Hold the EXP_090 same-hand pitch-mix control and model fixed; compare three late-inning pitcher-history interactions individually, in pairs, and together.",1,RUN_001,late_all_three,-1.0289375639016551e-05,adopt,late_all_three,2026-08-18T08:05:01.769269+00:00,experiments/EXP_096/study.toml
EXP_097,Late-history triple promotion reproducibility,decided,features,EXP_096,late_all_three,Rerun the fixed triple ensemble with current versus complete late-history features only; defer count calibration to a separate experiment.,1,RUN_001,current_triple,0.0,keep_control,current_triple,2026-08-18T08:20:35.281630+00:00,experiments/EXP_097/study.toml
EXP_098,Latest-feature CPU CatBoost capacity sweep,decided,model,EXP_095,all_three,"Keep main72 features, season decay 0.85, probability scale/shift, sampling, and seed fixed; compare depth/iteration/learning-rate schedules from depth 5 through 8.",1,RUN_001,depth8_300_control,0.0,keep_control,depth8_300_control,2026-08-18T08:29:35.957342+00:00,experiments/EXP_098/study.toml
EXP_099,Latest-feature season-decay refinement,decided,model,EXP_098,depth8_300_control,"Keep latest features and all CatBoost parameters fixed; compare season-decay values 0.80, 0.825, 0.85, 0.875, and 0.90.",1,RUN_001,decay085_control,0.0,keep_control,decay085_control,2026-08-18T08:35:03.738553+00:00,experiments/EXP_099/study.toml
EXP_100,Latest-feature affine probability refinement,decided,model,EXP_099,decay085_control,"Keep model training fixed at depth8/300 and decay0.85; vary only post-prediction scale around 1.06 or shift around -0.008, one coordinate at a time.",1,RUN_001,scale106_shift010,-1.5314942737598702e-06,adopt,scale106_shift010,2026-08-18T08:41:34.735266+00:00,experiments/EXP_100/study.toml
EXP_101,Count-calibrated triple mean refinement,decided,model,EXP_094,count_k500_repro,"Keep features, triple weights, component training, and train-only count calibration fixed; compare CatBoost component shifts -0.008, -0.0095, and -0.010.",2,RUN_002,catshift_m0095,-2.1351995057039552e-06,adopt,catshift_m0095,2026-08-18T09:08:49.019619+00:00,experiments/EXP_101/study.toml
EXP_102,Count-calibrated triple weight refinement,decided,model,EXP_101,catshift_m0095,"Keep all component models, features, CatBoost shift -0.0095, and train-only count-k500 calibration fixed; vary only CPU/GPU/ExtraTrees weights around 45/40/15.",1,RUN_001,w50_35_15,-5.566921397748281e-07,adopt,w50_35_15,2026-08-18T09:22:48.413686+00:00,experiments/EXP_102/study.toml
EXP_103,Count residual correction strength sweep,decided,model,EXP_102,w50_35_15,"Keep features, component models, CPU50/GPU35/Extra15 weights, CatBoost shift -0.0095, count groups, and shrinkage 500 fixed; vary only residual_scale from 0.5 to 2.0.",1,RUN_001,residual_scale_1_control,0.0,keep_control,residual_scale_1_control,2026-08-18T09:35:44.778323+00:00,experiments/EXP_103/study.toml
EXP_104,EDA context OOT residual calibration,decided,model,EXP_103,residual_scale_1_control,"Keep the corrected triple, weights, features, and calibration mechanics fixed; compare count control against train-only residual groups for hands, count+hands, inning, base_state, and count+base_state.",1,RUN_001,count_control,0.0,keep_control,count_control,2026-08-18T09:48:30.891057+00:00,experiments/EXP_104/study.toml
EXP_105,Official-train context target effects,decided,features,EXP_095,all_three,Keep latest CPU CatBoost and main72 fixed; add one safe official-train context target-effect feature at a time and then all four together.,1,RUN_001,same_pitchmix_control,0.0,keep_control,same_pitchmix_control,2026-08-18T09:55:59.318307+00:00,experiments/EXP_105/study.toml
